model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,Manufacturer
 GLC Class,2018,29991,Semi-Auto,18976,Diesel,150,47.9,3,merc
 IX20,2016,8399,Manual,19999,Petrol,125,50.4,1.4,hyundi
 T-Roc,2018,18491,Manual,15597,Petrol,150,53.3,1.5,volkswagen
 Corsa,2019,10494,Manual,10,Petrol,145,43.5,1.4,vauxhall
 Touareg,2019,38495,Semi-Auto,4428,Diesel,145,34.5,3,volkswagen
 T-Cross,2020,22465,Manual,100,Diesel,145,52.3,1.6,volkswagen
 Golf,2015,12000,Automatic,33168,Diesel,30,62.8,2,volkswagen
 Yaris,2017,8975,Manual,12428,Petrol,30,58,1.3,toyota
 Mokka X,2018,11800,Manual,7143,Petrol,145,47.1,1.4,vauxhall
 Mokka X,2019,12890,Manual,8520,Diesel,145,50.4,1.6,vauxhall
 Fiesta,2016,8500,Manual,20844,Petrol,0,65.7,1,ford
 Fabia,2017,8995,Manual,21000,Petrol,145,60.1,1.2,skoda
 A4,2019,46888,Automatic,3988,Diesel,145,39.2,3,Audi
 GLE Class,2020,59995,Semi-Auto,3392,Diesel,150,32.5,2.9,merc
 Insignia,2016,10699,Manual,16133,Diesel,20,72.4,1.6,vauxhall
 C Class,2017,17499,Automatic,35652,Hybrid,135,134.5,2,merc
 A1,2016,12750,Manual,10380,Petrol,30,55.4,1.4,Audi
 Golf,2019,26295,Semi-Auto,3996,Petrol,145,43.5,1.5,volkswagen
 Fiesta,2018,14490,Manual,12053,Petrol,145,60.1,1,ford
 Yeti Outdoor,2016,13299,Semi-Auto,24974,Petrol,125,51.4,1.2,skoda
 Q3,2020,26890,Manual,2574,Petrol,145,40.9,1.5,Audi
 Astra,2017,10790,Manual,34000,Diesel,145,72.4,1.6,vauxhall
 5 Series,2019,26888,Automatic,8070,Diesel,145,65.7,2,BMW
 Focus,2018,17000,Manual,11587,Diesel,145,67.3,2,ford
 5 Series,2015,10499,Automatic,82375,Diesel,20,68.9,2,BMW
 I30,2015,6950,Manual,36000,Petrol,145,47.1,1.4,hyundi
 X1,2013,11995,Semi-Auto,64637,Diesel,160,51.4,2,BMW
 Insignia,2018,12900,Manual,9274,Petrol,145,47.1,1.5,vauxhall
 Tiguan,2016,12149,Manual,38638,Diesel,125,56.5,2,volkswagen
 A4,2019,45490,Automatic,5500,Diesel,145,40.9,3,Audi
 Insignia,2018,16990,Manual,9200,Petrol,145,44.8,1.6,vauxhall
 Passat,2017,15992,Semi-Auto,25035,Diesel,125,60.1,2,volkswagen
 Corsa,2015,5745,Manual,82011,Diesel,0,85.6,1.3,vauxhall
 3 Series,2019,24775,Manual,3043,Diesel,145,64.2,2,BMW
 Fiesta,2011,4295,Manual,86451,Petrol,145,48.7,1.4,ford
 Fiesta,2015,7800,Manual,28065,Petrol,0,65.7,1,ford
 Focus,2019,17970,Manual,10985,Diesel,145,74.3,1.5,ford
 Focus,2019,15700,Manual,7989,Petrol,145,60.1,1,ford
 Astra,2020,15990,Manual,100,Petrol,145,54.3,1.2,vauxhall
 Fiesta,2017,10995,Semi-Auto,13451,Petrol,150,54.3,1,ford
 Passat,2019,18490,Automatic,16318,Petrol,150,40.4,1.5,volkswagen
 Corsa,2018,9500,Manual,2809,Petrol,145,43.5,1.4,vauxhall
 Verso,2017,12200,Manual,44896,Petrol,200,41.5,1.6,toyota
 Kona,2019,14495,Manual,14000,Petrol,145,44.1,1,hyundi
 A6,2019,32326,Automatic,3866,Diesel,145,39.2,3,Audi
 5 Series,2015,13279,Automatic,50355,Diesel,30,62.8,2,BMW
 X1,2019,31200,Semi-Auto,2517,Diesel,145,36.7,2,BMW
 Fabia,2018,8995,Manual,8059,Petrol,150,57.7,1,skoda
 3 Series,2018,17995,Semi-Auto,40456,Diesel,145,64.2,2,BMW
 C Class,2015,13000,Manual,69930,Diesel,20,68.9,1.6,merc
 SLK,2013,11300,Automatic,38490,Diesel,145,56.5,2.1,merc
 Superb,2019,31490,Automatic,2512,Diesel,145,47.1,2,skoda
 Zafira,2017,10995,Manual,26803,Petrol,205,42.2,1.4,vauxhall
 A6,2016,13500,Manual,61104,Diesel,30,61.4,2,Audi
 Kuga,2019,19995,Manual,17522,Diesel,145,47.9,2,ford
 Focus,2016,9990,Semi-Auto,32618,Diesel,0,74.3,1.5,ford
 Kuga,2019,20799,Automatic,9333,Diesel,145,47.9,2,ford
 Q3,2019,27995,Manual,8365,Diesel,145,40.9,2,Audi
 Kuga,2018,15800,Manual,24427,Diesel,145,54.3,1.5,ford
 Astra,2016,9498,Manual,7181,Diesel,0,76.3,1.6,vauxhall
 1 Series,2019,18990,Manual,6615,Diesel,145,70.6,1.5,BMW
 Golf,2019,17521,Automatic,36,Diesel,150,70.6,1.6,volkswagen
 A Class,2019,18999,Semi-Auto,13476,Diesel,145,65.7,1.5,merc
 Tiguan,2018,19490,Manual,26914,Diesel,145,50.4,2,volkswagen
 Fiesta,2018,11200,Manual,16960,Petrol,145,56.5,1,ford
 Mokka X,2016,10998,Manual,18994,Petrol,205,42.2,1.6,vauxhall
 Fiesta,2013,7750,Manual,25000,Petrol,0,65.7,1,ford
 Golf,2019,31890,Automatic,3924,Petrol,145,36.2,2,volkswagen
 Crossland X,2019,11691,Manual,2594,Petrol,145,44.8,1.2,vauxhall
 A3,2016,14695,Manual,17856,Petrol,20,60.1,1.4,Audi
 I20,2018,10000,Manual,11629,Petrol,145,55.4,1.2,hyundi
 Q2,2019,24448,Manual,3371,Petrol,145,43.5,1.5,Audi
 A1,2020,19290,Manual,2216,Petrol,145,47.9,1,Audi
 Astra,2019,16995,Automatic,1375,Petrol,145,42.8,1.4,vauxhall
 1 Series,2018,20800,Automatic,20819,Petrol,150,39.8,3,BMW
 Q5,2016,,Automatic,29808,,200,,2,Audi
 2 Series,2019,19880,Automatic,8556,Diesel,145,52.3,2,BMW
 Corsa,2015,7999,Automatic,59600,Petrol,145,47.9,1.4,vauxhall
 E Class,2014,12450,Automatic,78185,Diesel,125,57.7,2.1,merc
 Astra,2016,9000,Manual,41022,Petrol,20,64.2,1,vauxhall
 A4,2017,17998,Manual,21903,Petrol,150,51.4,1.4,Audi
 Corsa,2017,7533,Manual,18000,Petrol,145,55.4,1.4,vauxhall
 Ioniq,2018,14600,Automatic,56118,Hybrid,135,78.5,1.6,hyundi
 Focus,2018,9980,Manual,51198,Diesel,145,74.3,1.5,ford
 GLC Class,2017,25210,Semi-Auto,39140,Diesel,150,56.5,2.1,merc
 GLA Class,2016,18500,Automatic,31478,Diesel,125,56.5,2.1,merc
 Galaxy,2010,5995,Manual,113000,Diesel,200,49.6,2,ford
 2 Series,2017,14951,Manual,22887,Petrol,145,55.4,1.5,BMW
 Passat,2019,21450,Manual,3250,Petrol,145,45.6,1.5,volkswagen
 A Class,2018,19790,Automatic,13100,Petrol,145,53.3,1.3,merc
 I30,2020,25999,Manual,6000,Petrol,150,34,2,hyundi
 Focus,2020,21990,Automatic,1955,Diesel,150,64.2,2,ford
 A3,2015,11850,Manual,43988,Petrol,20,60.1,1.4,Audi
 Santa Fe,2019,35456,Semi-Auto,8000,Diesel,145,39.2,2.2,hyundi
 X2,2020,24490,Semi-Auto,1,Diesel,145,52.3,2,BMW
 EcoSport,2018,,Manual,9515,,150,,1,ford
 Fiesta,2017,9499,Manual,17310,Petrol,145,65.7,1,ford
 T-Roc,2019,30990,Automatic,8106,,145,,2,volkswagen
 Insignia,2016,11000,Automatic,15000,Diesel,125,57.6,1.6,vauxhall
 Polo,2019,,Manual,13107,,145,,1,volkswagen
 Polo,2014,5995,Manual,60125,Petrol,20,60.1,1,volkswagen
 E Class,2019,25000,Semi-Auto,14521,Diesel,145,72.4,2,merc
 GLC Class,2019,32480,Semi-Auto,2566,Diesel,145,44.8,2,merc
 GLE Class,2019,53199,Semi-Auto,2504,Diesel,145,32.8,3,merc
 Golf SV,2016,13680,Semi-Auto,5397,Petrol,30,54.3,1.4,volkswagen
 Polo,2019,15690,Automatic,4659,Petrol,145,45.6,1,volkswagen
 B-MAX,2014,6799,Manual,33000,,20,,1.6,ford
 C-HR,2019,25695,Automatic,9089,Hybrid,135,74.3,1.8,toyota
 Golf,2016,19990,Semi-Auto,33833,Petrol,160,44.1,2,volkswagen
 Focus,2016,14998,Manual,23589,Diesel,20,67.3,2,ford
 A Class,2019,23199,Semi-Auto,2563,Diesel,145,56.5,2,merc
 Q7,2015,28000,Automatic,37000,,200,47.9,3,Audi
 Golf,2018,21990,Semi-Auto,10548,Petrol,150,44.1,2,volkswagen
 Puma,2019,21000,Manual,300,Petrol,145,50.4,1,ford
 Focus,2017,15610,Manual,26499,Diesel,20,67.3,2,ford
 A1,2017,15490,Semi-Auto,14427,Petrol,150,56.5,1.4,Audi
 Fabia,2019,12250,Manual,5036,Petrol,145,61.4,1,skoda
 Astra,2017,10998,Manual,9555,,125,50.4,1.4,vauxhall
 Corsa,2018,7599,Manual,13540,Petrol,145,55.4,1.4,vauxhall
 Q7,2018,57490,Semi-Auto,11800,Diesel,145,39.2,4,Audi
 A4,2017,15767,Manual,42171,Petrol,145,50.4,2,Audi
 Yaris,2016,11475,Automatic,19464,Hybrid,0,86,1.5,toyota
 Fiesta,2018,11200,Manual,31336,Petrol,145,65.7,1,ford
 Golf,2019,20980,Semi-Auto,5398,Petrol,145,43.5,1.5,volkswagen
 A1,2019,21990,Manual,6000,Petrol,145,47.9,1,Audi
 A6,2017,19888,Manual,21178,Diesel,150,61.4,2,Audi
 Kona,2019,17990,Semi-Auto,4461,Diesel,145,52.3,1.6,hyundi
 Focus,2017,11100,Automatic,42500,Diesel,145,67.3,1.5,ford
 Fiesta,2013,5995,Manual,47530,Petrol,0,65.7,1,ford
 Polo,2016,8790,Manual,58621,Petrol,20,60.1,1.2,volkswagen
 Astra,2018,11495,Manual,14000,Petrol,145,51.4,1.4,vauxhall
 A5,2016,16267,Manual,60431,Diesel,160,53.3,2,Audi
 Corsa,2019,11529,Automatic,5388,Petrol,145,43.5,1.4,vauxhall
 Galaxy,2016,16299,Manual,35029,Diesel,125,56.5,2,ford
 Insignia,2016,9200,Manual,27478,Diesel,30,62.8,2,vauxhall
 Kuga,2019,17991,Manual,3961,Diesel,150,45.6,1.5,ford
 A1,2019,22900,Semi-Auto,1548,Petrol,145,40.9,2,Audi
 A Class,2015,16499,Automatic,40366,Petrol,200,42.8,2,merc
 Golf,2018,19399,Automatic,18322,Diesel,145,57.7,2,volkswagen
 Crossland X,2019,22188,Manual,24,Diesel,150,62.8,1.5,vauxhall
 Superb,2016,8391,Manual,108000,Diesel,20,67.3,1.6,skoda
 A4,2016,13312,Automatic,73471,Diesel,30,65.7,2,Audi
 Zafira,2016,10998,Manual,15220,Petrol,200,42.2,1.4,vauxhall
 Fiesta,2014,7595,Manual,40515,Petrol,0,65.7,1,ford
 A Class,2017,14981,Semi-Auto,39000,Petrol,150,53.3,1.6,merc
 Kuga,2017,12999,Manual,44000,Diesel,150,60.1,2,ford
 Combo Life,2018,15690,Manual,11935,Diesel,145,53.3,1.5,vauxhall
 Mokka,2015,8741,Manual,26721,Petrol,165,44.8,1.4,vauxhall
 Kuga,2015,11108,Manual,41943,Diesel,125,60.1,2,ford
 Yeti Outdoor,2015,10195,Semi-Auto,61200,Diesel,200,44.8,2,skoda
 SQ5,2017,36950,Automatic,27000,Petrol,150,34,3,Audi
 GLC Class,2020,42999,Semi-Auto,4999,Diesel,145,40.9,2,merc
 Touareg,2018,38490,Automatic,8455,Diesel,145,34,3,volkswagen
 I30,2017,9517,Manual,38982,Diesel,145,74.3,1.6,hyundi
 Auris,2017,13595,Automatic,34879,Hybrid,140,78.5,1.8,toyota
 Kuga,2017,13999,Manual,23915,Diesel,150,64.2,1.5,ford
 Aygo,2015,8500,Automatic,16202,Petrol,0,67,1,toyota
 Fiesta,2019,11698,Manual,3484,Petrol,150,48.7,1.1,ford
 2 Series,2016,10400,Manual,72890,Petrol,125,53.3,1.5,BMW
 Mokka X,2018,11500,Manual,18806,Petrol,145,39.2,1.4,vauxhall
 Fiesta,2016,10400,Manual,20000,Petrol,20,62.8,1,ford
 Fiesta,2018,11699,Manual,16175,Petrol,145,65.7,1,ford
 Polo,2017,7998,Manual,42727,Petrol,20,58.9,1,volkswagen
 Tiguan,2018,21950,Automatic,15261,Petrol,145,40.4,1.4,volkswagen
 C Class,2019,28480,Semi-Auto,11253,Diesel,145,56.5,2,merc
 Corsa,2018,9265,Manual,16313,Petrol,145,43.5,1.4,vauxhall
 T-Roc,2019,23000,Manual,2500,Diesel,145,50.4,2,volkswagen
 X1,2016,19998,Semi-Auto,11927,Diesel,150,55.4,2,BMW
 Mokka X,2016,12498,Semi-Auto,10248,Petrol,160,43.5,1.4,vauxhall
 GLC Class,2017,24498,Semi-Auto,36058,Diesel,125,56.5,2.1,merc
 A1,2015,10950,Manual,48299,Petrol,30,57.6,1.4,Audi
 Corsa,2019,11529,Manual,9085,Petrol,145,43.5,1.4,vauxhall
 Mokka X,2019,12795,Manual,13723,Petrol,145,39.2,1.4,vauxhall
 Kodiaq,2018,21495,Automatic,21495,Petrol,145,44.8,1.4,skoda
 Grandland X,2019,18991,Manual,11015,Petrol,145,44.1,1.2,vauxhall
 A Class,2013,8699,Manual,70243,Diesel,20,72.4,1.5,merc
 E Class,2016,15995,Semi-Auto,60931,Diesel,125,58.9,2.1,merc
 B Class,2019,21980,Semi-Auto,9318,Petrol,145,45.6,1.3,merc
 A Class,2016,17749,Semi-Auto,42958,Diesel,20,67.3,2.1,merc
 Tucson,2015,11176,Manual,43169,Diesel,30,61.7,1.7,hyundi
 Aygo,2016,8695,Semi-Auto,8510,Petrol,0,67,1,toyota
 7 Series,2012,12500,Automatic,66294,Diesel,160,50.4,3,BMW
 Fiesta,2020,16000,Automatic,500,Petrol,145,48.7,1,ford
 Mondeo,2007,1495,Manual,127000,Petrol,260,37.2,1.8,ford
 Polo,2018,11989,Manual,16991,Petrol,145,64.2,1,volkswagen
 A5,2019,36990,Automatic,2500,Petrol,145,38.7,2,Audi
 GLA Class,2019,24003,Semi-Auto,6584,Petrol,145,36.2,1.6,merc
 TT,2015,14900,Manual,34889,Diesel,30,62.8,2,Audi
 Octavia,2016,9995,Manual,31111,Petrol,30,55.4,1.4,skoda
 Golf,2016,15157,Automatic,21474,Diesel,20,57.6,2,volkswagen
 Focus,2017,11280,Manual,18138,Petrol,150,60.1,1,ford
 Q3,2016,18620,Semi-Auto,30647,Diesel,145,51.4,2,Audi
 C-HR,2017,16498,Manual,12850,Petrol,150,47.1,1.2,toyota
 A3,2016,14000,Manual,18725,Petrol,20,61.4,1.4,Audi
 Polo,2017,10995,Manual,8129,Petrol,20,60.1,1,volkswagen
 Focus,2013,9490,Manual,67000,Petrol,235,39.2,2,ford
 Tucson,2017,13498,Manual,25424,Diesel,30,61.7,1.7,hyundi
 GLC Class,2016,28798,Semi-Auto,18773,Diesel,145,56.5,2.1,merc
 Mokka X,2018,12800,Automatic,33155,Petrol,145,37.2,1.4,vauxhall
 E Class,2019,41519,Semi-Auto,1000,Diesel,145,42.8,3,merc
 A1,2015,9671,Manual,35924,Petrol,0,67.3,1,Audi
 B Class,2016,11450,Manual,23563,Diesel,20,68.9,1.5,merc
 A Class,2017,15500,Automatic,32568,Diesel,20,68.9,2.1,merc
 Kuga,2019,21290,Manual,4502,Diesel,145,39.2,2,ford
 Corsa,2017,7980,Manual,20499,Petrol,145,54.3,1.4,vauxhall
 X3,2019,31986,Automatic,8998,Diesel,145,54.3,2,BMW
 C-HR,2019,23995,Automatic,2276,Hybrid,140,74.3,1.8,toyota
 CLS Class,2013,11995,Automatic,59500,Diesel,145,54.3,2.1,merc
 Aygo,2013,3999,Manual,32001,Petrol,0,65.7,1,toyota
 5 Series,2019,29998,Semi-Auto,5000,Diesel,145,62.8,2,BMW
 2 Series,2017,16498,Semi-Auto,26335,Diesel,145,64.2,2,BMW
 Focus,2018,12990,Manual,13470,Diesel,150,74.3,1.5,ford
 A4,2016,11795,Manual,79500,Diesel,20,70.6,2,Audi
 Corsa,2015,5840,Manual,41715,Petrol,125,53.3,1.2,vauxhall
 Focus,2018,12399,Manual,18227,Diesel,145,80.7,1.5,ford
 i8,2017,59950,Automatic,9992,Hybrid,135,134.5,1.5,BMW
 Citigo,2017,5995,Manual,29103,Petrol,150,64.2,1,skoda
 5 Series,2017,33122,Semi-Auto,11817,Diesel,145,51.4,3,BMW
 IX20,2018,10690,Manual,15853,Petrol,150,50.4,1.4,hyundi
 C-MAX,2017,10499,Manual,16176,Petrol,30,55.4,1,ford
 E Class,2019,52732,Semi-Auto,7218,Petrol,145,32.1,3,merc
 3 Series,2019,26950,Semi-Auto,4320,Petrol,145,42.2,2,BMW
 Fiesta,2018,12000,Manual,9653,Petrol,145,65.7,1,ford
 T-Roc,2020,24500,Manual,1000,Petrol,145,44.1,1.5,volkswagen
 Golf,2019,12298,Manual,12607,Petrol,150,49.6,1,volkswagen
 Polo,2019,15390,Semi-Auto,4000,Petrol,150,45.6,1,volkswagen
 TT,2020,29000,Semi-Auto,1000,Petrol,145,40.9,2,Audi
 Corsa,2018,8995,Manual,23117,Petrol,145,55.4,1.4,vauxhall
 Polo,2017,9684,Manual,20954,Petrol,20,60.1,1.2,volkswagen
 C-HR,2019,23483,Automatic,6000,Hybrid,135,74.3,1.8,toyota
 Focus,2010,2499,Manual,87023,Diesel,30,62.8,1.6,ford
 C Class,2016,36981,Semi-Auto,20500,Petrol,305,34.5,4,merc
 Golf,2019,19819,Automatic,3332,Petrol,145,45.6,1.5,volkswagen
 Grandland X,2019,16300,Manual,15357,Petrol,150,44.1,1.2,vauxhall
 Golf,2016,11992,Semi-Auto,36312,Diesel,20,58.9,1.6,volkswagen
 Corsa,2019,9994,Manual,1042,Petrol,145,43.5,1.4,vauxhall
 Focus,2017,8999,Manual,33460,Petrol,20,60.1,1,ford
 IX35,2013,7500,Manual,73593,Diesel,145,53.3,1.7,hyundi
 Golf,2020,23450,Manual,1000,Petrol,145,49.6,1.5,volkswagen
 Yaris,2013,5698,Manual,51358,,125,,1.3,toyota
 3 Series,2015,15998,Semi-Auto,47812,Diesel,160,51.4,3,BMW
 Mokka,2015,8498,Manual,30503,Petrol,160,44.8,1.4,vauxhall
 A3,2019,15470,Manual,15649,Petrol,145,42.2,1.5,Audi
 E Class,2017,,Semi-Auto,11776,,145,,3,merc
 GLC Class,2019,31995,Automatic,5999,Diesel,145,44.8,2,merc
 Yaris,2019,10512,Manual,18325,Petrol,145,47.9,1.5,toyota
 1 Series,2018,11700,Manual,30273,Diesel,145,53.3,1.5,BMW
 EcoSport,2018,13495,Semi-Auto,32000,Petrol,150,48.7,1,ford
 Fiesta,2014,6500,Manual,34522,Petrol,30,54.3,1.2,ford
 Fiesta,2018,12000,Manual,56,Petrol,145,58.9,1,ford
 Astra,2016,9131,Manual,38078,Petrol,20,62.8,1,vauxhall
 I30,2018,11000,Manual,13406,Petrol,145,56.5,1,hyundi
 Aygo,2017,7950,Manual,13085,Petrol,150,68.9,1,toyota
 Golf,2019,,Manual,15302,,145,,1,volkswagen
 3 Series,2017,18000,Automatic,41387,Diesel,160,51.4,3,BMW
 E Class,2019,37980,Semi-Auto,1040,Diesel,145,48.7,3,merc
 C Class,2020,31480,Semi-Auto,9,Diesel,145,64.2,2,merc
 Eos,2012,5990,Manual,74000,Diesel,125,58.9,2,volkswagen
 3 Series,2019,39590,Automatic,8426,Petrol,145,34.9,3,BMW
 Fiesta,2018,10298,Manual,18840,Petrol,145,65.7,1,ford
 EcoSport,2018,13491,Manual,14403,Petrol,145,54.3,1,ford
 Meriva,2015,6191,Manual,47447,Petrol,145,47.1,1.4,vauxhall
 A3,2019,22990,Semi-Auto,15202,Petrol,145,41.5,1.5,Audi
 Fiesta,2018,13950,Manual,1700,,145,,1,ford
 Kona,2018,14298,Manual,8795,Petrol,145,44.1,1,hyundi
 Ioniq,2018,16495,Semi-Auto,17712,Hybrid,135,78.5,1.6,hyundi
 B-MAX,2017,10228,Manual,22677,Petrol,145,57.7,1,ford
 Grandland X,2019,16000,Manual,12277,Petrol,145,44.1,1.2,vauxhall
 3 Series,2017,19547,Automatic,29184,Diesel,145,51.4,3,BMW
 Focus,2018,12250,Manual,16706,Petrol,145,60.1,1,ford
 Fiesta,2018,11998,Manual,10320,Petrol,145,56.5,1,ford
 Fiesta,2018,11999,Manual,16379,Petrol,150,65.7,1,ford
 Up,2020,10950,Manual,100,Petrol,145,54.3,1,volkswagen
 Insignia,2018,13298,Manual,20321,Diesel,145,65.7,1.6,vauxhall
 4 Series,2016,21985,Automatic,33074,Diesel,160,51.4,3,BMW
 Grand C-MAX,2016,10800,Manual,33212,Diesel,30,64.2,1.5,ford
 E Class,2020,35480,Semi-Auto,1989,Diesel,145,42.8,2,merc
 Corsa,2017,7289,Manual,22500,Petrol,150,54.3,1.4,vauxhall
 Tiguan,2018,19995,Manual,3283,Petrol,150,46.3,1.4,volkswagen
 Aygo,2018,10241,Semi-Auto,5113,Petrol,150,67.3,1,toyota
 SLK,2015,14400,Automatic,27630,Diesel,30,70.6,2.1,merc
 SLK,2015,13400,Manual,47003,Petrol,205,41.5,1.8,merc
 Mokka X,2017,10499,Manual,21550,Petrol,200,42.2,1.6,vauxhall
 Polo,2019,14991,Manual,2000,Diesel,145,76.4,1.6,volkswagen
 A4,2016,23900,Semi-Auto,57200,Diesel,165,52.3,3,Audi
 E Class,2019,24490,Semi-Auto,8499,Diesel,150,67.3,2,merc
 Q3,2017,20700,Manual,25201,Diesel,145,54.3,2,Audi
 I10,2016,6490,Manual,32000,Petrol,30,57.6,1.2,hyundi
 Aygo,2017,7290,Semi-Auto,52496,Petrol,0,67,1,toyota
 Corolla,2019,20250,Automatic,7445,Hybrid,140,85.6,1.8,toyota
 2 Series,2019,21945,Semi-Auto,8377,Petrol,145,47.9,2,BMW
 Rapid,2015,6280,Manual,71558,Diesel,0,67.3,1.6,skoda
 Insignia,2017,12803,Manual,45265,Diesel,145,53.3,2,vauxhall
 A1,2016,10999,Manual,30000,Diesel,0,76.3,1.6,Audi
 C Class,2015,15890,Semi-Auto,54000,Diesel,30,64.2,2.1,merc
 GLC Class,2016,19750,Automatic,48979,Diesel,125,56.5,2.1,merc
 A Class,2016,16450,Manual,25623,Petrol,200,41.5,2,merc
 Corsa,2018,9681,Manual,11983,Petrol,145,55.4,1.4,vauxhall
 V Class,2019,47490,Automatic,20,Diesel,145,36.7,2,merc
 Fiesta,2019,12790,Manual,14181,Petrol,145,56.5,1,ford
 A4,2017,16998,Manual,6896,Petrol,145,52.3,1.4,Audi
 Q3,2017,22249,Automatic,21236,Petrol,200,42.2,2,Audi
 Kuga,2015,13250,Manual,32748,Diesel,145,54.3,2,ford
 A Class,2020,25799,Automatic,2500,Diesel,145,56.5,2,merc
 C Class,2019,21340,Automatic,12836,Petrol,145,44.1,1.5,merc
 Kuga,2015,12490,Automatic,29000,Diesel,145,52.3,2,ford
 C-HR,2017,16060,Manual,17841,Petrol,145,47.1,1.2,toyota
 EcoSport,2017,8698,Manual,36124,Petrol,160,44.8,1.5,ford
 Fiesta,2015,6900,Manual,37000,Petrol,0,65.7,1,ford
 Corsa,2020,16998,Manual,10,Petrol,145,52.3,1.2,vauxhall
 CL Class,2015,16975,Semi-Auto,38000,Diesel,20,67.3,2.1,merc
 Auris,2018,15450,Automatic,8690,Hybrid,135,68.8,1.8,toyota
 GLA Class,2019,21497,Automatic,4999,Petrol,145,44.8,1.6,merc
 A1,2016,11800,Manual,16133,Petrol,0,67.3,1,Audi
 C Class,2019,19799,Semi-Auto,14222,Petrol,145,46.3,1.5,merc
 Amarok,2018,22990,Automatic,20811,Diesel,260,36.2,3,volkswagen
 A Class,2016,14190,Manual,35500,Diesel,20,68.9,1.5,merc
 Fiesta,2013,5998,Manual,51348,Petrol,0,65.7,1,ford
 Superb,2017,12350,Manual,54000,Diesel,20,68.9,2,skoda
 Golf,2019,19490,Automatic,8382,Diesel,145,52.3,2,volkswagen
 1 Series,2017,10700,Manual,37487,Diesel,0,78.5,1.5,BMW
 Corsa,2017,11800,Manual,25000,Petrol,145,37.7,1.6,vauxhall
 Astra,2019,11998,Manual,15946,Petrol,145,51.4,1.4,vauxhall
 Corsa,2015,6690,Manual,29121,Petrol,125,54.3,1.4,vauxhall
 Mokka,2015,7950,Manual,47000,Diesel,30,65.7,1.6,vauxhall
 Octavia,2015,7795,Manual,81540,Diesel,20,68.9,2,skoda
 A3,2019,,Semi-Auto,3653,,145,,2,Audi
 C Class,2019,26500,Automatic,6995,Diesel,145,57.7,2,merc
 Corsa,2017,6600,Manual,46210,Petrol,30,55.4,1.4,vauxhall
 Grandland X,2019,17700,Manual,10690,Petrol,145,44.1,1.2,vauxhall
 C Class,2019,67000,Automatic,2800,Petrol,145,28,4,merc
 Viva,2015,5499,Manual,37962,Petrol,20,62.8,1,vauxhall
 Karoq,2018,16985,Manual,19169,Petrol,145,40.4,1,skoda
 A Class,2019,114199,Semi-Auto,891,Petrol,145,22.6,4,merc
 Astra,2020,15500,Manual,22,Petrol,145,54.3,1.2,vauxhall
 5 Series,2017,23898,Semi-Auto,46954,Diesel,145,60.1,3,BMW
 Fiesta,2017,9490,Manual,12620,Petrol,0,65.7,1,ford
 A Class,2016,10799,Manual,81475,Diesel,20,72.4,1.5,merc
 Corsa,2018,8495,Manual,24000,Petrol,145,55.4,1.4,vauxhall
 Mondeo,2017,11800,Manual,47000,Diesel,0,78.5,1.5,ford
 E Class,2019,31990,Automatic,7905,Diesel,145,42.8,2,merc
 1 Series,2019,25898,Manual,3000,Petrol,145,41.5,1.5,BMW
 3 Series,2015,18995,Automatic,31500,Diesel,140,56.5,3,BMW
 Yaris,2017,9990,Manual,15096,Petrol,30,55,1.3,toyota
 Golf,2018,17896,Manual,10050,Petrol,145,45.6,1.5,volkswagen
 Golf,2019,22985,Manual,4888,Petrol,145,45.6,1.5,volkswagen
 E Class,2019,61990,Automatic,75,Petrol,145,30.1,4,merc
 T-Roc,2020,25500,Manual,3000,Petrol,145,44.1,1.5,volkswagen
 Grand C-MAX,2017,12500,Manual,15077,Diesel,30,64.2,1.5,ford
 Passat,2020,30990,Semi-Auto,4765,Diesel,145,48.7,2,volkswagen
 Fiesta,2017,9471,Manual,11212,Petrol,145,54.3,1.2,ford
 4 Series,2015,19200,Automatic,41670,Diesel,200,47.9,3,BMW
 A3,2019,20000,Automatic,5000,Diesel,145,54.3,1.6,Audi
 Polo,2017,9700,Manual,12503,Petrol,150,58.9,1,volkswagen
 Focus,2017,13000,Automatic,23670,Petrol,145,46.3,1.5,ford
 Beetle,2014,7930,Manual,33391,Diesel,30,65.7,1.6,volkswagen
 Polo,2019,11990,Manual,12877,Petrol,145,48.7,1,volkswagen
 GLS Class,2018,46532,Automatic,5987,Diesel,145,37.2,3,merc
 Golf,2017,13495,Manual,28146,Diesel,150,61.4,1.6,volkswagen
 Yaris,2015,6998,Manual,34864,Petrol,0,66,1,toyota
 C Class,2015,16810,Automatic,44929,Diesel,30,64.2,2.1,merc
 Astra,2020,16350,Manual,10,Petrol,145,54.3,1.2,vauxhall
 Mokka X,2019,12998,Manual,11089,Petrol,145,39.2,1.4,vauxhall
 Superb,2016,19995,Automatic,8047,Diesel,145,56.5,2,skoda
 A3,2017,15500,Manual,17001,Petrol,145,55.4,1.5,Audi
 Focus,2017,16495,Manual,33770,Petrol,145,41.5,2,ford
 Mokka,2016,10998,Automatic,15498,Petrol,165,43.5,1.4,vauxhall
 5 Series,2016,13254,Automatic,68816,Diesel,30,62.8,2,BMW
 Touareg,2019,44499,Semi-Auto,7000,Diesel,145,34,3,volkswagen
 Golf,2020,21965,Manual,100,Petrol,150,49.6,1.5,volkswagen
